Borough,Year,Sector,Fuel,KtCO2e
Lambeth,2011,Transport,Aviation,0
Lewisham,2011,Transport,Aviation,0.00867258
Merton,2011,Transport,Aviation,0
Newham,2011,Transport,Aviation,34.35846877
Redbridge,2011,Transport,Aviation,0.781032198
Richmond,2011,Transport,Aviation,40.23768176
Southwark,2011,Transport,Aviation,1.164580766
Sutton,2011,Transport,Aviation,0.044194445
Tower Hamlets,2011,Transport,Aviation,0.00061721
Waltham Forest,2011,Transport,Aviation,0.757644913
Wandsworth,2011,Transport,Aviation,12.33024414
Westminster,2011,Transport,Aviation,0
Unapportioned,2011,Transport,Aviation,-
Barking and Dagenham,2011,Transport,Shipping,0.293778308
Barnet,2011,Transport,Shipping,0
Bexley,2011,Transport,Shipping,0.544239365
Brent,2011,Transport,Shipping,0
Bromley,2011,Transport,Shipping,0
Camden,2011,Transport,Shipping,0
City of London,2011,Transport,Shipping,2.451225323
Croydon,2011,Transport,Shipping,1.158165432
Ealing,2011,Transport,Shipping,0
Enfield,2011,Transport,Shipping,0
Greenwich,2011,Transport,Shipping,0.324060648
Hackney,2011,Transport,Shipping,2.216593596
Hammersmith and Fulham,2011,Transport,Shipping,0.01044974
Haringey,2011,Transport,Shipping,0.216468994
Harrow,2011,Transport,Shipping,0
Havering,2011,Transport,Shipping,0.556677736
Hillingdon,2011,Transport,Shipping,0
Hounslow,2011,Transport,Shipping,0
Islington,2011,Transport,Shipping,0.107684083
Kensington and Chelsea,2011,Transport,Shipping,0.005091062
Kingston,2011,Transport,Shipping,0.070466036
Lambeth,2011,Transport,Shipping,0.057792654
Lewisham,2011,Transport,Shipping,1.922473337
Merton,2011,Transport,Shipping,0
Newham,2011,Transport,Shipping,0.198184393
Redbridge,2011,Transport,Shipping,1.830045437
Richmond,2011,Transport,Shipping,0
Southwark,2011,Transport,Shipping,0.360462221
Sutton,2011,Transport,Shipping,2.217137348
Tower Hamlets,2011,Transport,Shipping,0.124763997
Waltham Forest,2011,Transport,Shipping,4.509016982
Wandsworth,2011,Transport,Shipping,0.016083279
Westminster,2011,Transport,Shipping,0.177314209
Unapportioned,2011,Transport,Shipping,-
Barking and Dagenham,2011,Transport,Railways diesel,3.147010376
Barnet,2011,Transport,Railways diesel,6.499300709
Bexley,2011,Transport,Railways diesel,1.149897478
Brent,2011,Transport,Railways diesel,8.774775882
Bromley,2011,Transport,Railways diesel,1.265565585
Camden,2011,Transport,Railways diesel,8.427626564
City of London,2011,Transport,Railways diesel,0.010794913
Croydon,2011,Transport,Railways diesel,1.806440076
Ealing,2011,Transport,Railways diesel,21.75708299
Enfield,2011,Transport,Railways diesel,0.846621183
Greenwich,2011,Transport,Railways diesel,0.663979018
Hackney,2011,Transport,Railways diesel,0.702484814
Hammersmith and Fulham,2011,Transport,Railways diesel,4.458165757
Haringey,2011,Transport,Railways diesel,3.912250912
Harrow,2011,Transport,Railways diesel,3.569959526
Havering,2011,Transport,Railways diesel,2.355961573
Hillingdon,2011,Transport,Railways diesel,15.39230842
Hounslow,2011,Transport,Railways diesel,0.676371652
Islington,2011,Transport,Railways diesel,1.5679355
Kensington and Chelsea,2011,Transport,Railways diesel,4.225335862
Kingston,2011,Transport,Railways diesel,0.630081223
Lambeth,2011,Transport,Railways diesel,1.324263882
Lewisham,2011,Transport,Railways diesel,2.115822718
Merton,2011,Transport,Railways diesel,1.040310518
Newham,2011,Transport,Railways diesel,3.13758104
Redbridge,2011,Transport,Railways diesel,1.097681854
Richmond,2011,Transport,Railways diesel,0.31117962
Southwark,2011,Transport,Railways diesel,0.891005834
Sutton,2011,Transport,Railways diesel,0.010570403
Tower Hamlets,2011,Transport,Railways diesel,0.16831837
Waltham Forest,2011,Transport,Railways diesel,3.244302588
Wandsworth,2011,Transport,Railways diesel,2.358449697
Westminster,2011,Transport,Railways diesel,3.634069863
Unapportioned,2011,Transport,Railways diesel,-
Barking and Dagenham,2011,Transport,Railways electric,25.27152026
Barnet,2011,Transport,Railways electric,41.39932148
Bexley,2011,Transport,Railways electric,18.00746379
Brent,2011,Transport,Railways electric,69.09936524
Bromley,2011,Transport,Railways electric,49.72888857
Camden,2011,Transport,Railways electric,61.18219248
City of London,2011,Transport,Railways electric,19.12360534
Croydon,2011,Transport,Railways electric,63.00986409
Ealing,2011,Transport,Railways electric,31.04554975
Enfield,2011,Transport,Railways electric,27.02064528
Greenwich,2011,Transport,Railways electric,19.3469172
Hackney,2011,Transport,Railways electric,15.98549204
Hammersmith and Fulham,2011,Transport,Railways electric,25.4321249
Haringey,2011,Transport,Railways electric,35.82828494
Harrow,2011,Transport,Railways electric,26.77431647
Havering,2011,Transport,Railways electric,30.39406435
Hillingdon,2011,Transport,Railways electric,23.08043167
Hounslow,2011,Transport,Railways electric,21.78739763
Islington,2011,Transport,Railways electric,31.29752683
Kensington and Chelsea,2011,Transport,Railways electric,24.76781619
Kingston,2011,Transport,Railways electric,18.21187896
Lambeth,2011,Transport,Railways electric,61.84353119
Lewisham,2011,Transport,Railways electric,45.98783213
Merton,2011,Transport,Railways electric,36.51368909
Newham,2011,Transport,Railways electric,54.00888129
Redbridge,2011,Transport,Railways electric,23.31012787
Richmond,2011,Transport,Railways electric,23.65406205
Southwark,2011,Transport,Railways electric,41.43971931
Sutton,2011,Transport,Railways electric,8.08819052
Tower Hamlets,2011,Transport,Railways electric,45.72299606
Waltham Forest,2011,Transport,Railways electric,16.19836692
Wandsworth,2011,Transport,Railways electric,85.21744986
Westminster,2011,Transport,Railways electric,64.71501208
Unapportioned,2011,Transport,Railways electric,-
Barking and Dagenham,2011,Transport,Road Transport,134.0141344
Barnet,2011,Transport,Road Transport,374.2197153
Bexley,2011,Transport,Road Transport,181.4564459
Brent,2011,Transport,Road Transport,200.670595
Bromley,2011,Transport,Road Transport,246.9776735
Camden,2011,Transport,Road Transport,158.2182146
City of London,2011,Transport,Road Transport,48.42569621
Croydon,2011,Transport,Road Transport,227.7015204
Ealing,2011,Transport,Road Transport,277.1821057
Enfield,2011,Transport,Road Transport,362.4278309
Greenwich,2011,Transport,Road Transport,208.8521412
Hackney,2011,Transport,Road Transport,125.6911398
Hammersmith and Fulham,2011,Transport,Road Transport,110.1548589
Haringey,2011,Transport,Road Transport,135.2786396
Harrow,2011,Transport,Road Transport,133.1858292
Havering,2011,Transport,Road Transport,330.4598458
Hillingdon,2011,Transport,Road Transport,388.5742524
Hounslow,2011,Transport,Road Transport,281.0284626
Islington,2011,Transport,Road Transport,99.26722461
Kensington and Chelsea,2011,Transport,Road Transport,115.4677739
Kingston,2011,Transport,Road Transport,160.9061249
Lambeth,2011,Transport,Road Transport,169.5701458
Lewisham,2011,Transport,Road Transport,159.1750254
Merton,2011,Transport,Road Transport,134.2574952
Newham,2011,Transport,Road Transport,182.580051
Redbridge,2011,Transport,Road Transport,243.2372624
Richmond,2011,Transport,Road Transport,159.6831857
Southwark,2011,Transport,Road Transport,169.5751105
Sutton,2011,Transport,Road Transport,107.5012731
Tower Hamlets,2011,Transport,Road Transport,165.1387934
Waltham Forest,2011,Transport,Road Transport,169.3806358
Wandsworth,2011,Transport,Road Transport,173.3149694
Westminster,2011,Transport,Road Transport,258.6086106
Unapportioned,2011,Transport,Road Transport,-
Barking and Dagenham,2010,Domestic,Electricity,149.5826148
Barnet,2010,Domestic,Electricity,341.5083457
Bexley,2010,Domestic,Electricity,211.0928616
Brent,2010,Domestic,Electricity,234.3313957
Bromley,2010,Domestic,Electricity,307.7834642
Camden,2010,Domestic,Electricity,192.5183383
City of London,2010,Domestic,Electricity,13.85617527
Croydon,2010,Domestic,Electricity,322.6542002
Ealing,2010,Domestic,Electricity,264.0626191
Enfield,2010,Domestic,Electricity,276.4277401
Greenwich,2010,Domestic,Electricity,203.8873387
Hackney,2010,Domestic,Electricity,184.0576537
Hammersmith and Fulham,2010,Domestic,Electricity,154.0784885
Haringey,2010,Domestic,Electricity,203.6852736
Harrow,2010,Domestic,Electricity,195.7905571
Havering,2010,Domestic,Electricity,226.3398005
Hillingdon,2010,Domestic,Electricity,232.3654251
Hounslow,2010,Domestic,Electricity,208.7722832
Islington,2010,Domestic,Electricity,171.9753328
Kensington and Chelsea,2010,Domestic,Electricity,202.6699648
Kingston,2010,Domestic,Electricity,148.4732707
Lambeth,2010,Domestic,Electricity,240.0722009
Lewisham,2010,Domestic,Electricity,224.7840578
Merton,2010,Domestic,Electricity,173.0346929
Newham,2010,Domestic,Electricity,202.2692091
Redbridge,2010,Domestic,Electricity,223.2501348
Richmond,2010,Domestic,Electricity,186.5972876
Southwark,2010,Domestic,Electricity,243.078808
Sutton,2010,Domestic,Electricity,181.7877241
Tower Hamlets,2010,Domestic,Electricity,211.1618241
Waltham Forest,2010,Domestic,Electricity,193.6245078
Wandsworth,2010,Domestic,Electricity,269.304517
Westminster,2010,Domestic,Electricity,267.8656964
Unapportioned,2010,Domestic,Electricity,-
Barking and Dagenham,2010,Domestic,Gas,167.8915773
Barnet,2010,Domestic,Gas,485.657769
Bexley,2010,Domestic,Gas,280.7204517
Brent,2010,Domestic,Gas,345.9001263
Bromley,2010,Domestic,Gas,454.0329057
Camden,2010,Domestic,Gas,217.7138685
City of London,2010,Domestic,Gas,7.220146358
Croydon,2010,Domestic,Gas,452.6313607
Ealing,2010,Domestic,Gas,378.5123388
Enfield,2010,Domestic,Gas,350.5517915
Greenwich,2010,Domestic,Gas,258.6715569
Hackney,2010,Domestic,Gas,224.4593122
Hammersmith and Fulham,2010,Domestic,Gas,204.3726782
Haringey,2010,Domestic,Gas,291.7847918
Harrow,2010,Domestic,Gas,312.0750692
Havering,2010,Domestic,Gas,307.0535808
Hillingdon,2010,Domestic,Gas,320.1625445
Hounslow,2010,Domestic,Gas,260.8241024
Islington,2010,Domestic,Gas,210.4539325
Kensington and Chelsea,2010,Domestic,Gas,202.3197842
Kingston,2010,Domestic,Gas,198.4606449
Lambeth,2010,Domestic,Gas,316.5681714
Lewisham,2010,Domestic,Gas,301.4427152
Merton,2010,Domestic,Gas,237.4839108
Newham,2010,Domestic,Gas,247.6930535
Redbridge,2010,Domestic,Gas,322.7973225
Richmond,2010,Domestic,Gas,268.8888389
Southwark,2010,Domestic,Gas,237.726385
Sutton,2010,Domestic,Gas,231.8912063
Tower Hamlets,2010,Domestic,Gas,162.2160458
Waltham Forest,2010,Domestic,Gas,269.9452891
Wandsworth,2010,Domestic,Gas,342.7931844
Westminster,2010,Domestic,Gas,223.4018706
Unapportioned,2010,Domestic,Gas,-
Barking and Dagenham,2010,Domestic,Coal,1.816098816
Barnet,2010,Domestic,Coal,1.420434586
Bexley,2010,Domestic,Coal,1.250298967
Brent,2010,Domestic,Coal,0.819024956
Bromley,2010,Domestic,Coal,2.662820268
Camden,2010,Domestic,Coal,0.700325687
City of London,2010,Domestic,Coal,0
Croydon,2010,Domestic,Coal,2.559947568
Ealing,2010,Domestic,Coal,2.239459542
Enfield,2010,Domestic,Coal,2.18406655
Greenwich,2010,Domestic,Coal,1.349215024
Hackney,2010,Domestic,Coal,0.949594152
Hammersmith and Fulham,2010,Domestic,Coal,0.39566423
Haringey,2010,Domestic,Coal,0.973334006
Harrow,2010,Domestic,Coal,0.862548021
Havering,2010,Domestic,Coal,4.289000253
Hillingdon,2010,Domestic,Coal,2.180109907
Hounslow,2010,Domestic,Coal,1.665746408
Islington,2010,Domestic,Coal,0.565799849
Kensington and Chelsea,2010,Domestic,Coal,0.613279557
Kingston,2010,Domestic,Coal,1.198862617
Lambeth,2010,Domestic,Coal,1.004987144
Lewisham,2010,Domestic,Coal,1.507480716
Merton,2010,Domestic,Coal,0.921897656
Newham,2010,Domestic,Coal,1.487697505
Redbridge,2010,Domestic,Coal,1.44417444
Richmond,2010,Domestic,Coal,1.570786993
Southwark,2010,Domestic,Coal,0.79132846
Sutton,2010,Domestic,Coal,2.0297575
Tower Hamlets,2010,Domestic,Coal,0.84276481
Waltham Forest,2010,Domestic,Coal,1.717182758
Wandsworth,2010,Domestic,Coal,0.751762037
Westminster,2010,Domestic,Coal,0.906071087
Unapportioned,2010,Domestic,Coal,-
Barking and Dagenham,2010,Domestic,Oil,0.713984192
Barnet,2010,Domestic,Oil,2.507021415
Bexley,2010,Domestic,Oil,1.673501409
Brent,2010,Domestic,Oil,1.48935164
Bromley,2010,Domestic,Oil,4.303289336
Camden,2010,Domestic,Oil,3.347002817
City of London,2010,Domestic,Oil,0.138920001
Croydon,2010,Domestic,Oil,2.549020485
Ealing,2010,Domestic,Oil,1.935187922
Enfield,2010,Domestic,Oil,1.857651178
Greenwich,2010,Domestic,Oil,1.282586987
Hackney,2010,Domestic,Oil,0.995054892
Hammersmith and Fulham,2010,Domestic,Oil,1.201819544
Haringey,2010,Domestic,Oil,0.953055822
Harrow,2010,Domestic,Oil,1.499043733
Havering,2010,Domestic,Oil,2.297026065
Hillingdon,2010,Domestic,Oil,2.649172114
Hounslow,2010,Domestic,Oil,2.041800946
Islington,2010,Domestic,Oil,1.001516287
Kensington and Chelsea,2010,Domestic,Oil,3.285619561
Kingston,2010,Domestic,Oil,0.978901403
Lambeth,2010,Domestic,Oil,1.880266061
Lewisham,2010,Domestic,Oil,1.13720559
Merton,2010,Domestic,Oil,1.263202801
Newham,2010,Domestic,Oil,0.507219539
Redbridge,2010,Domestic,Oil,1.382738616
Richmond,2010,Domestic,Oil,1.986879086
Southwark,2010,Domestic,Oil,2.012724667
Sutton,2010,Domestic,Oil,1.463506058
Tower Hamlets,2010,Domestic,Oil,1.524889314
Waltham Forest,2010,Domestic,Oil,0.839981402
Wandsworth,2010,Domestic,Oil,1.712269781
Westminster,2010,Domestic,Oil,4.758817712
Unapportioned,2010,Domestic,Oil,-
Barking and Dagenham,2010,Industrial and Commercial,Electricity w/o rail,222.1775638
Barnet,2010,Industrial and Commercial,Electricity w/o rail,253.3829438
Bexley,2010,Industrial and Commercial,Electricity w/o rail,194.0296359
Brent,2010,Industrial and Commercial,Electricity w/o rail,266.0162088
Bromley,2010,Industrial and Commercial,Electricity w/o rail,191.767109
Camden,2010,Industrial and Commercial,Electricity w/o rail,704.2380585
City of London,2010,Industrial and Commercial,Electricity w/o rail,1374.345398
Croydon,2010,Industrial and Commercial,Electricity w/o rail,315.5878641
Ealing,2010,Industrial and Commercial,Electricity w/o rail,419.4469514
Enfield,2010,Industrial and Commercial,Electricity w/o rail,258.901975
Greenwich,2010,Industrial and Commercial,Electricity w/o rail,199.7315834
Hackney,2010,Industrial and Commercial,Electricity w/o rail,222.5289406
Hammersmith and Fulham,2010,Industrial and Commercial,Electricity w/o rail,369.3441915
Haringey,2010,Industrial and Commercial,Electricity w/o rail,182.4054044
Harrow,2010,Industrial and Commercial,Electricity w/o rail,106.5825192
Havering,2010,Industrial and Commercial,Electricity w/o rail,217.6887736
Hillingdon,2010,Industrial and Commercial,Electricity w/o rail,574.9279869
Hounslow,2010,Industrial and Commercial,Electricity w/o rail,504.5393106
Islington,2010,Industrial and Commercial,Electricity w/o rail,484.5961471
Kensington and Chelsea,2010,Industrial and Commercial,Electricity w/o rail,634.7404121
Kingston,2010,Industrial and Commercial,Electricity w/o rail,150.2527646
Lambeth,2010,Industrial and Commercial,Electricity w/o rail,303.5004623
Lewisham,2010,Industrial and Commercial,Electricity w/o rail,144.7943764
Merton,2010,Industrial and Commercial,Electricity w/o rail,222.3523621
Newham,2010,Industrial and Commercial,Electricity w/o rail,453.1769865
Redbridge,2010,Industrial and Commercial,Electricity w/o rail,127.5621002
Richmond,2010,Industrial and Commercial,Electricity w/o rail,174.7637519
Southwark,2010,Industrial and Commercial,Electricity w/o rail,593.8742586
Sutton,2010,Industrial and Commercial,Electricity w/o rail,195.9401188
Tower Hamlets,2010,Industrial and Commercial,Electricity w/o rail,1402.830505
Waltham Forest,2010,Industrial and Commercial,Electricity w/o rail,186.8214897
Wandsworth,2010,Industrial and Commercial,Electricity w/o rail,175.8015114
Westminster,2010,Industrial and Commercial,Electricity w/o rail,1798.474398
Unapportioned,2010,Industrial and Commercial,Electricity w/o rail,-
Barking and Dagenham,2010,Industrial and Commercial,Gas,44.9767287
Barnet,2010,Industrial and Commercial,Gas,119.8080646
Bexley,2010,Industrial and Commercial,Gas,150.131376
Brent,2010,Industrial and Commercial,Gas,105.2131771
Bromley,2010,Industrial and Commercial,Gas,84.21665767
Camden,2010,Industrial and Commercial,Gas,291.7871459
City of London,2010,Industrial and Commercial,Gas,175.7737722
Croydon,2010,Industrial and Commercial,Gas,100.2911986
Ealing,2010,Industrial and Commercial,Gas,151.9313896
Enfield,2010,Industrial and Commercial,Gas,115.0410266
Greenwich,2010,Industrial and Commercial,Gas,220.5790748
Hackney,2010,Industrial and Commercial,Gas,55.74078461
Hammersmith and Fulham,2010,Industrial and Commercial,Gas,129.6915127
Haringey,2010,Industrial and Commercial,Gas,68.24421674
Harrow,2010,Industrial and Commercial,Gas,110.9126236
Havering,2010,Industrial and Commercial,Gas,47.20752184
Hillingdon,2010,Industrial and Commercial,Gas,275.0117567
Hounslow,2010,Industrial and Commercial,Gas,137.0261022
Islington,2010,Industrial and Commercial,Gas,125.1761378
Kensington and Chelsea,2010,Industrial and Commercial,Gas,193.1207826
Kingston,2010,Industrial and Commercial,Gas,56.70250777
Lambeth,2010,Industrial and Commercial,Gas,161.7111717
Lewisham,2010,Industrial and Commercial,Gas,55.4283858
Merton,2010,Industrial and Commercial,Gas,71.32636561
Newham,2010,Industrial and Commercial,Gas,267.7450911
Redbridge,2010,Industrial and Commercial,Gas,53.45688067
Richmond,2010,Industrial and Commercial,Gas,75.72439512
Southwark,2010,Industrial and Commercial,Gas,204.4101171
Sutton,2010,Industrial and Commercial,Gas,52.66953764
Tower Hamlets,2010,Industrial and Commercial,Gas,142.9658447
Waltham Forest,2010,Industrial and Commercial,Gas,67.63251296
Wandsworth,2010,Industrial and Commercial,Gas,138.8290405
Westminster,2010,Industrial and Commercial,Gas,572.2293079
Unapportioned,2010,Industrial and Commercial,Gas,67.88765717
Barking and Dagenham,2010,Industrial and Commercial,Coal,3.203446517
Barnet,2010,Industrial and Commercial,Coal,0.78223694
Bexley,2010,Industrial and Commercial,Coal,1.036209973
Brent,2010,Industrial and Commercial,Coal,0
Bromley,2010,Industrial and Commercial,Coal,0.15238382
Camden,2010,Industrial and Commercial,Coal,0.006772614
City of London,2010,Industrial and Commercial,Coal,0.020317843
Croydon,2010,Industrial and Commercial,Coal,0.348789631
Ealing,2010,Industrial and Commercial,Coal,0.409743159
Enfield,2010,Industrial and Commercial,Coal,0.098202906
Greenwich,2010,Industrial and Commercial,Coal,1.029437358
Hackney,2010,Industrial and Commercial,Coal,0.138838591
Hammersmith and Fulham,2010,Industrial and Commercial,Coal,0
Haringey,2010,Industrial and Commercial,Coal,0.040635685
Harrow,2010,Industrial and Commercial,Coal,0.155770127
Havering,2010,Industrial and Commercial,Coal,1.689767243
Hillingdon,2010,Industrial and Commercial,Coal,3.901025779
Hounslow,2010,Industrial and Commercial,Coal,0
Islington,2010,Industrial and Commercial,Coal,0.098202906
Kensington and Chelsea,2010,Industrial and Commercial,Coal,0.060953528
Kingston,2010,Industrial and Commercial,Coal,0.040635685
Lambeth,2010,Industrial and Commercial,Coal,0
Lewisham,2010,Industrial and Commercial,Coal,0
Merton,2010,Industrial and Commercial,Coal,0.037249378
Newham,2010,Industrial and Commercial,Coal,3.894253165
Redbridge,2010,Industrial and Commercial,Coal,2.468617876
Richmond,2010,Industrial and Commercial,Coal,0
Southwark,2010,Industrial and Commercial,Coal,0.077885063
Sutton,2010,Industrial and Commercial,Coal,0
Tower Hamlets,2010,Industrial and Commercial,Coal,0.176087969
Waltham Forest,2010,Industrial and Commercial,Coal,0.274290875
Wandsworth,2010,Industrial and Commercial,Coal,0
Westminster,2010,Industrial and Commercial,Coal,0.044021992
Unapportioned,2010,Industrial and Commercial,Coal,-
Barking and Dagenham,2010,Industrial and Commercial,Oil,46.40485416
Barnet,2010,Industrial and Commercial,Oil,10.97256098
Bexley,2010,Industrial and Commercial,Oil,33.5603749
Brent,2010,Industrial and Commercial,Oil,27.89470224
Bromley,2010,Industrial and Commercial,Oil,23.13690994
Camden,2010,Industrial and Commercial,Oil,12.35466065
City of London,2010,Industrial and Commercial,Oil,3.581603642
Croydon,2010,Industrial and Commercial,Oil,12.80392104
Ealing,2010,Industrial and Commercial,Oil,35.86907411
Enfield,2010,Industrial and Commercial,Oil,28.97105525
Greenwich,2010,Industrial and Commercial,Oil,11.08799595
Hackney,2010,Industrial and Commercial,Oil,6.473717385
Hammersmith and Fulham,2010,Industrial and Commercial,Oil,13.32493829
Haringey,2010,Industrial and Commercial,Oil,9.434468131
Harrow,2010,Industrial and Commercial,Oil,8.461070626
Havering,2010,Industrial and Commercial,Oil,18.11704909
Hillingdon,2010,Industrial and Commercial,Oil,110.3776614
Hounslow,2010,Industrial and Commercial,Oil,22.14167339
Islington,2010,Industrial and Commercial,Oil,8.819854963
Kensington and Chelsea,2010,Industrial and Commercial,Oil,2.792278101
Kingston,2010,Industrial and Commercial,Oil,5.063538947
Lambeth,2010,Industrial and Commercial,Oil,4.30229218
Lewisham,2010,Industrial and Commercial,Oil,6.242847464
Merton,2010,Industrial and Commercial,Oil,11.25022886
Newham,2010,Industrial and Commercial,Oil,31.24543596
Redbridge,2010,Industrial and Commercial,Oil,7.493912848
Richmond,2010,Industrial and Commercial,Oil,8.367474712
Southwark,2010,Industrial and Commercial,Oil,6.720186625
Sutton,2010,Industrial and Commercial,Oil,13.82099663
Tower Hamlets,2010,Industrial and Commercial,Oil,9.016406382
Waltham Forest,2010,Industrial and Commercial,Oil,14.51984613
Wandsworth,2010,Industrial and Commercial,Oil,7.497032711
Westminster,2010,Industrial and Commercial,Oil,17.61787088
Unapportioned,2010,Industrial and Commercial,Oil,-
Barking and Dagenham,2010,Industrial and Commercial,Waste and Renewables,0
Barnet,2010,Industrial and Commercial,Waste and Renewables,0
Bexley,2010,Industrial and Commercial,Waste and Renewables,3.524875971
Brent,2010,Industrial and Commercial,Waste and Renewables,0
Bromley,2010,Industrial and Commercial,Waste and Renewables,0.059688975
Camden,2010,Industrial and Commercial,Waste and Renewables,0
City of London,2010,Industrial and Commercial,Waste and Renewables,0
Croydon,2010,Industrial and Commercial,Waste and Renewables,0.022585018
Ealing,2010,Industrial and Commercial,Waste and Renewables,0
Enfield,2010,Industrial and Commercial,Waste and Renewables,6.480286854
Greenwich,2010,Industrial and Commercial,Waste and Renewables,0
Hackney,2010,Industrial and Commercial,Waste and Renewables,0
Hammersmith and Fulham,2010,Industrial and Commercial,Waste and Renewables,0
Haringey,2010,Industrial and Commercial,Waste and Renewables,0
Harrow,2010,Industrial and Commercial,Waste and Renewables,0
Havering,2010,Industrial and Commercial,Waste and Renewables,0.003226431
Hillingdon,2010,Industrial and Commercial,Waste and Renewables,9.814803391
Hounslow,2010,Industrial and Commercial,Waste and Renewables,0
Islington,2010,Industrial and Commercial,Waste and Renewables,0
Kensington and Chelsea,2010,Industrial and Commercial,Waste and Renewables,0
Kingston,2010,Industrial and Commercial,Waste and Renewables,0
Lambeth,2010,Industrial and Commercial,Waste and Renewables,0
Lewisham,2010,Industrial and Commercial,Waste and Renewables,0
Merton,2010,Industrial and Commercial,Waste and Renewables,0
Newham,2010,Industrial and Commercial,Waste and Renewables,2.795702544
Redbridge,2010,Industrial and Commercial,Waste and Renewables,0
Richmond,2010,Industrial and Commercial,Waste and Renewables,0
Southwark,2010,Industrial and Commercial,Waste and Renewables,0
Sutton,2010,Industrial and Commercial,Waste and Renewables,0
Tower Hamlets,2010,Industrial and Commercial,Waste and Renewables,0
Waltham Forest,2010,Industrial and Commercial,Waste and Renewables,0
Wandsworth,2010,Industrial and Commercial,Waste and Renewables,0
Westminster,2010,Industrial and Commercial,Waste and Renewables,0
Unapportioned,2010,Industrial and Commercial,Waste and Renewables,-
Barking and Dagenham,2010,Transport,Aviation,0
Barnet,2010,Transport,Aviation,0.22499158
Bexley,2010,Transport,Aviation,7.579761456
Brent,2010,Transport,Aviation,0.322564002
Bromley,2010,Transport,Aviation,1.41119564
Camden,2010,Transport,Aviation,0
City of London,2010,Transport,Aviation,1.174656676
Croydon,2010,Transport,Aviation,0.283064115
Ealing,2010,Transport,Aviation,0.16597503
Enfield,2010,Transport,Aviation,0.300234181
Greenwich,2010,Transport,Aviation,6.078590646
Hackney,2010,Transport,Aviation,0.107406571
Hammersmith and Fulham,2010,Transport,Aviation,13.7971708
Haringey,2010,Transport,Aviation,0
Harrow,2010,Transport,Aviation,0.239383946
Havering,2010,Transport,Aviation,2.695768551
Hillingdon,2010,Transport,Aviation,650.8242279
Hounslow,2010,Transport,Aviation,94.50651197
Islington,2010,Transport,Aviation,0
Kensington and Chelsea,2010,Transport,Aviation,1.744669336
Kingston,2010,Transport,Aviation,0
Lambeth,2010,Transport,Aviation,0
Lewisham,2010,Transport,Aviation,0.00867258
Merton,2010,Transport,Aviation,0
Newham,2010,Transport,Aviation,34.35846877
Redbridge,2010,Transport,Aviation,0.781032198
Richmond,2010,Transport,Aviation,40.23768176
Southwark,2010,Transport,Aviation,1.164580766
Sutton,2010,Transport,Aviation,0.044194445
Tower Hamlets,2010,Transport,Aviation,0.00061721
Waltham Forest,2010,Transport,Aviation,0.757644913
Wandsworth,2010,Transport,Aviation,12.33024414
Westminster,2010,Transport,Aviation,0
Unapportioned,2010,Transport,Aviation,-
Barking and Dagenham,2010,Transport,Shipping,0.293778308
Barnet,2010,Transport,Shipping,0
Bexley,2010,Transport,Shipping,0.544239365
Brent,2010,Transport,Shipping,0
Bromley,2010,Transport,Shipping,0
Camden,2010,Transport,Shipping,0
City of London,2010,Transport,Shipping,2.451225323
Croydon,2010,Transport,Shipping,1.158165432
Ealing,2010,Transport,Shipping,0
Enfield,2010,Transport,Shipping,0
Greenwich,2010,Transport,Shipping,0.324060648
Hackney,2010,Transport,Shipping,2.216593596
Hammersmith and Fulham,2010,Transport,Shipping,0.01044974
Haringey,2010,Transport,Shipping,0.216468994
Harrow,2010,Transport,Shipping,0
Havering,2010,Transport,Shipping,0.556677736
Hillingdon,2010,Transport,Shipping,0
Hounslow,2010,Transport,Shipping,0
Islington,2010,Transport,Shipping,0.107684083
Kensington and Chelsea,2010,Transport,Shipping,0.005091062
Kingston,2010,Transport,Shipping,0.070466036
Lambeth,2010,Transport,Shipping,0.057792654
Lewisham,2010,Transport,Shipping,1.922473337
Merton,2010,Transport,Shipping,0
Newham,2010,Transport,Shipping,0.198184393
Redbridge,2010,Transport,Shipping,1.830045437
Richmond,2010,Transport,Shipping,0
Southwark,2010,Transport,Shipping,0.360462221
Sutton,2010,Transport,Shipping,2.217137348
Tower Hamlets,2010,Transport,Shipping,0.124763997
Waltham Forest,2010,Transport,Shipping,4.509016982
Wandsworth,2010,Transport,Shipping,0.016083279
Westminster,2010,Transport,Shipping,0.177314209
Unapportioned,2010,Transport,Shipping,-
Barking and Dagenham,2010,Transport,Railways diesel,3.147010376
Barnet,2010,Transport,Railways diesel,6.499300709
Bexley,2010,Transport,Railways diesel,1.149897478
Brent,2010,Transport,Railways diesel,8.774775882
Bromley,2010,Transport,Railways diesel,1.265565585
Camden,2010,Transport,Railways diesel,8.427626564
City of London,2010,Transport,Railways diesel,0.010794913
Croydon,2010,Transport,Railways diesel,1.806440076
Ealing,2010,Transport,Railways diesel,21.75708299
Enfield,2010,Transport,Railways diesel,0.846621183
Greenwich,2010,Transport,Railways diesel,0.663979018
Hackney,2010,Transport,Railways diesel,0.702484814
Hammersmith and Fulham,2010,Transport,Railways diesel,4.458165757
Haringey,2010,Transport,Railways diesel,3.912250912
Harrow,2010,Transport,Railways diesel,3.569959526
Havering,2010,Transport,Railways diesel,2.355961573
Hillingdon,2010,Transport,Railways diesel,15.39230842
