Date,Month,Year,Reservoir,Percent Capacity,Weekday
1989-01-01,Jan,1989.0,Lower Lee Group,83,Saturday
1989-01-02,Jan,1989.0,Lower Lee Group,83,Sunday
1989-01-03,Jan,1989.0,Lower Lee Group,83,Monday
1989-01-04,Jan,1989.0,Lower Lee Group,82,Tuesday
1989-01-05,Jan,1989.0,Lower Lee Group,82,Wednesday
1989-01-06,Jan,1989.0,Lower Lee Group,82,Thursday
1989-01-07,Jan,1989.0,Lower Lee Group,83,Friday
1989-01-08,Jan,1989.0,Lower Lee Group,83,Saturday
1989-01-09,Jan,1989.0,Lower Lee Group,83,Sunday
1989-01-10,Jan,1989.0,Lower Lee Group,83,Monday
1989-01-11,Jan,1989.0,Lower Lee Group,83,Tuesday
1989-01-12,Jan,1989.0,Lower Lee Group,84,Wednesday
1989-01-13,Jan,1989.0,Lower Lee Group,85,Thursday
1989-01-14,Jan,1989.0,Lower Lee Group,85,Friday
1989-01-15,Jan,1989.0,Lower Lee Group,85,Saturday
1989-01-16,Jan,1989.0,Lower Lee Group,86,Sunday
1989-01-17,Jan,1989.0,Lower Lee Group,86,Monday
1989-01-18,Jan,1989.0,Lower Lee Group,87,Tuesday
1989-01-19,Jan,1989.0,Lower Lee Group,87,Wednesday
1989-01-20,Jan,1989.0,Lower Lee Group,87,Thursday
1989-01-21,Jan,1989.0,Lower Lee Group,88,Friday
1989-01-22,Jan,1989.0,Lower Lee Group,88,Saturday
1989-01-23,Jan,1989.0,Lower Lee Group,87,Sunday
1989-01-24,Jan,1989.0,Lower Lee Group,87,Monday
1989-01-25,Jan,1989.0,Lower Lee Group,87,Tuesday
1989-01-26,Jan,1989.0,Lower Lee Group,87,Wednesday
1989-01-27,Jan,1989.0,Lower Lee Group,87,Thursday
1989-01-28,Jan,1989.0,Lower Lee Group,88,Friday
1989-01-29,Jan,1989.0,Lower Lee Group,88,Saturday
1989-01-30,Jan,1989.0,Lower Lee Group,87,Sunday
1989-01-31,Jan,1989.0,Lower Lee Group,87,Monday
1989-02-01,Feb,1989.0,Lower Lee Group,87,Tuesday
1989-02-02,Feb,1989.0,Lower Lee Group,87,Wednesday
1989-02-03,Feb,1989.0,Lower Lee Group,87,Thursday
1989-02-04,Feb,1989.0,Lower Lee Group,87,Friday
1989-02-05,Feb,1989.0,Lower Lee Group,87,Saturday
1989-02-06,Feb,1989.0,Lower Lee Group,87,Sunday
1989-02-07,Feb,1989.0,Lower Lee Group,87,Monday
1989-02-08,Feb,1989.0,Lower Lee Group,87,Tuesday
1989-02-09,Feb,1989.0,Lower Lee Group,88,Wednesday
1989-02-10,Feb,1989.0,Lower Lee Group,88,Thursday
1989-02-11,Feb,1989.0,Lower Lee Group,87,Friday
1989-02-12,Feb,1989.0,Lower Lee Group,87,Saturday
1989-02-13,Feb,1989.0,Lower Lee Group,87,Sunday
1989-02-14,Feb,1989.0,Lower Lee Group,87,Monday
1989-02-15,Feb,1989.0,Lower Lee Group,87,Tuesday
1989-02-16,Feb,1989.0,Lower Lee Group,86,Wednesday
1989-02-17,Feb,1989.0,Lower Lee Group,86,Thursday
1989-02-18,Feb,1989.0,Lower Lee Group,86,Friday
1989-02-19,Feb,1989.0,Lower Lee Group,86,Saturday
1989-02-20,Feb,1989.0,Lower Lee Group,85,Sunday
1989-02-21,Feb,1989.0,Lower Lee Group,85,Monday
1989-02-22,Feb,1989.0,Lower Lee Group,85,Tuesday
1989-02-23,Feb,1989.0,Lower Lee Group,86,Wednesday
1989-02-24,Feb,1989.0,Lower Lee Group,86,Thursday
1989-02-25,Feb,1989.0,Lower Lee Group,86,Friday
1989-02-26,Feb,1989.0,Lower Lee Group,86,Saturday
1989-02-27,Feb,1989.0,Lower Lee Group,86,Sunday
1989-02-28,Feb,1989.0,Lower Lee Group,86,Monday
1989-03-01,Mar,1989.0,Lower Lee Group,87,Tuesday
1989-03-02,Mar,1989.0,Lower Lee Group,87,Wednesday
1989-03-03,Mar,1989.0,Lower Lee Group,88,Thursday
1989-03-04,Mar,1989.0,Lower Lee Group,88,Friday
1989-03-05,Mar,1989.0,Lower Lee Group,87,Saturday
1989-03-06,Mar,1989.0,Lower Lee Group,87,Sunday
1989-03-07,Mar,1989.0,Lower Lee Group,87,Monday
1989-03-08,Mar,1989.0,Lower Lee Group,87,Tuesday
1989-03-09,Mar,1989.0,Lower Lee Group,87,Wednesday
1989-03-10,Mar,1989.0,Lower Lee Group,87,Thursday
1989-03-11,Mar,1989.0,Lower Lee Group,88,Friday
1989-03-12,Mar,1989.0,Lower Lee Group,88,Saturday
1989-03-13,Mar,1989.0,Lower Lee Group,89,Sunday
1989-03-14,Mar,1989.0,Lower Lee Group,89,Monday
1989-03-15,Mar,1989.0,Lower Lee Group,89,Tuesday
1989-03-16,Mar,1989.0,Lower Lee Group,89,Wednesday
1989-03-17,Mar,1989.0,Lower Lee Group,89,Thursday
1989-03-18,Mar,1989.0,Lower Lee Group,89,Friday
1989-03-19,Mar,1989.0,Lower Lee Group,89,Saturday
1989-03-20,Mar,1989.0,Lower Lee Group,89,Sunday
1989-03-21,Mar,1989.0,Lower Lee Group,90,Monday
1989-03-22,Mar,1989.0,Lower Lee Group,90,Tuesday
1989-03-23,Mar,1989.0,Lower Lee Group,91,Wednesday
1989-03-24,Mar,1989.0,Lower Lee Group,91,Thursday
1989-03-25,Mar,1989.0,Lower Lee Group,90,Friday
1989-03-26,Mar,1989.0,Lower Lee Group,90,Saturday
1989-03-27,Mar,1989.0,Lower Lee Group,90,Sunday
1989-03-28,Mar,1989.0,Lower Lee Group,89,Monday
1989-03-29,Mar,1989.0,Lower Lee Group,89,Tuesday
1989-03-30,Mar,1989.0,Lower Lee Group,89,Wednesday
1989-03-31,Mar,1989.0,Lower Lee Group,88,Thursday
1989-04-01,Apr,1989.0,Lower Lee Group,87,Friday
1989-04-02,Apr,1989.0,Lower Lee Group,87,Saturday
1989-04-03,Apr,1989.0,Lower Lee Group,87,Sunday
1989-04-04,Apr,1989.0,Lower Lee Group,86,Monday
1989-04-05,Apr,1989.0,Lower Lee Group,86,Tuesday
1989-04-06,Apr,1989.0,Lower Lee Group,85,Wednesday
1989-04-07,Apr,1989.0,Lower Lee Group,85,Thursday
1989-04-08,Apr,1989.0,Lower Lee Group,84,Friday
1989-04-09,Apr,1989.0,Lower Lee Group,83,Saturday
1989-04-10,Apr,1989.0,Lower Lee Group,83,Sunday
1989-04-11,Apr,1989.0,Lower Lee Group,83,Monday
1989-04-12,Apr,1989.0,Lower Lee Group,82,Tuesday
1989-04-13,Apr,1989.0,Lower Lee Group,82,Wednesday
1989-04-14,Apr,1989.0,Lower Lee Group,82,Thursday
1989-04-15,Apr,1989.0,Lower Lee Group,82,Friday
1989-04-16,Apr,1989.0,Lower Lee Group,82,Saturday
1989-04-17,Apr,1989.0,Lower Lee Group,81,Sunday
1989-04-18,Apr,1989.0,Lower Lee Group,82,Monday
1989-04-19,Apr,1989.0,Lower Lee Group,82,Tuesday
1989-04-20,Apr,1989.0,Lower Lee Group,82,Wednesday
1989-04-21,Apr,1989.0,Lower Lee Group,81,Thursday
1989-04-22,Apr,1989.0,Lower Lee Group,81,Friday
1989-04-23,Apr,1989.0,Lower Lee Group,81,Saturday
1989-04-24,Apr,1989.0,Lower Lee Group,81,Sunday
1989-04-25,Apr,1989.0,Lower Lee Group,81,Monday
1989-04-26,Apr,1989.0,Lower Lee Group,82,Tuesday
1989-04-27,Apr,1989.0,Lower Lee Group,82,Wednesday
1989-04-28,Apr,1989.0,Lower Lee Group,83,Thursday
1989-04-29,Apr,1989.0,Lower Lee Group,---,Friday
1989-04-30,Apr,1989.0,Lower Lee Group,---,Saturday
1989-05-01,May,1989.0,Lower Lee Group,83,Sunday
1989-05-02,May,1989.0,Lower Lee Group,83,Monday
1989-05-03,May,1989.0,Lower Lee Group,83,Tuesday
1989-05-04,May,1989.0,Lower Lee Group,83,Wednesday
1989-05-05,May,1989.0,Lower Lee Group,82,Thursday
1989-05-06,May,1989.0,Lower Lee Group,82,Friday
1989-05-07,May,1989.0,Lower Lee Group,82,Saturday
1989-05-08,May,1989.0,Lower Lee Group,81,Sunday
1989-05-09,May,1989.0,Lower Lee Group,81,Monday
1989-05-10,May,1989.0,Lower Lee Group,81,Tuesday
1989-05-11,May,1989.0,Lower Lee Group,80,Wednesday
1989-05-12,May,1989.0,Lower Lee Group,80,Thursday
1989-05-13,May,1989.0,Lower Lee Group,80,Friday
1989-05-14,May,1989.0,Lower Lee Group,80,Saturday
1989-05-15,May,1989.0,Lower Lee Group,80,Sunday
1989-05-16,May,1989.0,Lower Lee Group,80,Monday
1989-05-17,May,1989.0,Lower Lee Group,80,Tuesday
1989-05-18,May,1989.0,Lower Lee Group,79,Wednesday
1989-05-19,May,1989.0,Lower Lee Group,79,Thursday
1989-05-20,May,1989.0,Lower Lee Group,79,Friday
1989-05-21,May,1989.0,Lower Lee Group,79,Saturday
1989-05-22,May,1989.0,Lower Lee Group,79,Sunday
1989-05-23,May,1989.0,Lower Lee Group,79,Monday
1989-05-24,May,1989.0,Lower Lee Group,79,Tuesday
1989-05-25,May,1989.0,Lower Lee Group,79,Wednesday
1989-05-26,May,1989.0,Lower Lee Group,79,Thursday
1989-05-27,May,1989.0,Lower Lee Group,79,Friday
1989-05-28,May,1989.0,Lower Lee Group,79,Saturday
1989-05-29,May,1989.0,Lower Lee Group,79,Sunday
1989-05-30,May,1989.0,Lower Lee Group,79,Monday
1989-05-31,May,1989.0,Lower Lee Group,79,Tuesday
1989-06-01,Jun,1989.0,Lower Lee Group,79,Wednesday
1989-06-02,Jun,1989.0,Lower Lee Group,79,Thursday
1989-06-03,Jun,1989.0,Lower Lee Group,80,Friday
1989-06-04,Jun,1989.0,Lower Lee Group,80,Saturday
1989-06-05,Jun,1989.0,Lower Lee Group,81,Sunday
1989-06-06,Jun,1989.0,Lower Lee Group,81,Monday
1989-06-07,Jun,1989.0,Lower Lee Group,81,Tuesday
1989-06-08,Jun,1989.0,Lower Lee Group,82,Wednesday
1989-06-09,Jun,1989.0,Lower Lee Group,82,Thursday
1989-06-10,Jun,1989.0,Lower Lee Group,82,Friday
1989-06-11,Jun,1989.0,Lower Lee Group,82,Saturday
1989-06-12,Jun,1989.0,Lower Lee Group,82,Sunday
1989-06-13,Jun,1989.0,Lower Lee Group,81,Monday
1989-06-14,Jun,1989.0,Lower Lee Group,81,Tuesday
1989-06-15,Jun,1989.0,Lower Lee Group,80,Wednesday
1989-06-16,Jun,1989.0,Lower Lee Group,80,Thursday
1989-06-17,Jun,1989.0,Lower Lee Group,80,Friday
1989-06-18,Jun,1989.0,Lower Lee Group,79,Saturday
1989-06-19,Jun,1989.0,Lower Lee Group,79,Sunday
1989-06-20,Jun,1989.0,Lower Lee Group,78,Monday
1989-06-21,Jun,1989.0,Lower Lee Group,78,Tuesday
1989-06-22,Jun,1989.0,Lower Lee Group,77,Wednesday
1989-06-23,Jun,1989.0,Lower Lee Group,77,Thursday
1989-06-24,Jun,1989.0,Lower Lee Group,76,Friday
1989-06-25,Jun,1989.0,Lower Lee Group,76,Saturday
1989-06-26,Jun,1989.0,Lower Lee Group,75,Sunday
1989-06-27,Jun,1989.0,Lower Lee Group,75,Monday
1989-06-28,Jun,1989.0,Lower Lee Group,75,Tuesday
1989-06-29,Jun,1989.0,Lower Lee Group,75,Wednesday
1989-06-30,Jun,1989.0,Lower Lee Group,75,Thursday
1989-07-01,Jul,1989.0,Lower Lee Group,75,Friday
1989-07-02,Jul,1989.0,Lower Lee Group,75,Saturday
1989-07-03,Jul,1989.0,Lower Lee Group,75,Sunday
1989-07-04,Jul,1989.0,Lower Lee Group,75,Monday
1989-07-05,Jul,1989.0,Lower Lee Group,75,Tuesday
1989-07-06,Jul,1989.0,Lower Lee Group,75,Wednesday
1989-07-07,Jul,1989.0,Lower Lee Group,76,Thursday
1989-07-08,Jul,1989.0,Lower Lee Group,76,Friday
1989-07-09,Jul,1989.0,Lower Lee Group,77,Saturday
1989-07-10,Jul,1989.0,Lower Lee Group,78,Sunday
1989-07-11,Jul,1989.0,Lower Lee Group,78,Monday
1989-07-12,Jul,1989.0,Lower Lee Group,79,Tuesday
1989-07-13,Jul,1989.0,Lower Lee Group,80,Wednesday
1989-07-14,Jul,1989.0,Lower Lee Group,80,Thursday
1989-07-15,Jul,1989.0,Lower Lee Group,80,Friday
1989-07-16,Jul,1989.0,Lower Lee Group,80,Saturday
1989-07-17,Jul,1989.0,Lower Lee Group,80,Sunday
1989-07-18,Jul,1989.0,Lower Lee Group,79,Monday
1989-07-19,Jul,1989.0,Lower Lee Group,79,Tuesday
1989-07-20,Jul,1989.0,Lower Lee Group,79,Wednesday
1989-07-21,Jul,1989.0,Lower Lee Group,79,Thursday
1989-07-22,Jul,1989.0,Lower Lee Group,79,Friday
1989-07-23,Jul,1989.0,Lower Lee Group,79,Saturday
1989-07-24,Jul,1989.0,Lower Lee Group,78,Sunday
1989-07-25,Jul,1989.0,Lower Lee Group,78,Monday
1989-07-26,Jul,1989.0,Lower Lee Group,78,Tuesday
1989-07-27,Jul,1989.0,Lower Lee Group,78,Wednesday
1989-07-28,Jul,1989.0,Lower Lee Group,78,Thursday
1989-07-29,Jul,1989.0,Lower Lee Group,78,Friday
1989-07-30,Jul,1989.0,Lower Lee Group,78,Saturday
1989-07-31,Jul,1989.0,Lower Lee Group,77,Sunday
1989-08-01,Aug,1989.0,Lower Lee Group,77,Monday
1989-08-02,Aug,1989.0,Lower Lee Group,76,Tuesday
1989-08-03,Aug,1989.0,Lower Lee Group,76,Wednesday
1989-08-04,Aug,1989.0,Lower Lee Group,76,Thursday
1989-08-05,Aug,1989.0,Lower Lee Group,76,Friday
1989-08-06,Aug,1989.0,Lower Lee Group,76,Saturday
1989-08-07,Aug,1989.0,Lower Lee Group,76,Sunday
1989-08-08,Aug,1989.0,Lower Lee Group,76,Monday
1989-08-09,Aug,1989.0,Lower Lee Group,75,Tuesday
1989-08-10,Aug,1989.0,Lower Lee Group,75,Wednesday
1989-08-11,Aug,1989.0,Lower Lee Group,76,Thursday
1989-08-12,Aug,1989.0,Lower Lee Group,76,Friday
1989-08-13,Aug,1989.0,Lower Lee Group,76,Saturday
1989-08-14,Aug,1989.0,Lower Lee Group,76,Sunday
1989-08-15,Aug,1989.0,Lower Lee Group,75,Monday
1989-08-16,Aug,1989.0,Lower Lee Group,75,Tuesday
1989-08-17,Aug,1989.0,Lower Lee Group,74,Wednesday
1989-08-18,Aug,1989.0,Lower Lee Group,74,Thursday
1989-08-19,Aug,1989.0,Lower Lee Group,72,Friday
1989-08-20,Aug,1989.0,Lower Lee Group,72,Saturday
1989-08-21,Aug,1989.0,Lower Lee Group,73,Sunday
1989-08-22,Aug,1989.0,Lower Lee Group,72,Monday
1989-08-23,Aug,1989.0,Lower Lee Group,72,Tuesday
1989-08-24,Aug,1989.0,Lower Lee Group,71,Wednesday
1989-08-25,Aug,1989.0,Lower Lee Group,70,Thursday
1989-08-26,Aug,1989.0,Lower Lee Group,70,Friday
1989-08-27,Aug,1989.0,Lower Lee Group,69,Saturday
1989-08-28,Aug,1989.0,Lower Lee Group,68,Sunday
1989-08-29,Aug,1989.0,Lower Lee Group,68,Monday
1989-08-30,Aug,1989.0,Lower Lee Group,68,Tuesday
1989-08-31,Aug,1989.0,Lower Lee Group,67,Wednesday
1989-09-01,Sep,1989.0,Lower Lee Group,67,Thursday
1989-09-02,Sep,1989.0,Lower Lee Group,67,Friday
1989-09-03,Sep,1989.0,Lower Lee Group,66,Saturday
1989-09-04,Sep,1989.0,Lower Lee Group,66,Sunday
1989-09-05,Sep,1989.0,Lower Lee Group,65,Monday
1989-09-06,Sep,1989.0,Lower Lee Group,65,Tuesday
1989-09-07,Sep,1989.0,Lower Lee Group,65,Wednesday
1989-09-08,Sep,1989.0,Lower Lee Group,65,Thursday
1989-09-09,Sep,1989.0,Lower Lee Group,65,Friday
1989-09-10,Sep,1989.0,Lower Lee Group,65,Saturday
1989-09-11,Sep,1989.0,Lower Lee Group,65,Sunday
1989-09-12,Sep,1989.0,Lower Lee Group,65,Monday
1989-09-13,Sep,1989.0,Lower Lee Group,65,Tuesday
1989-09-14,Sep,1989.0,Lower Lee Group,65,Wednesday
1989-09-15,Sep,1989.0,Lower Lee Group,65,Thursday
1989-09-16,Sep,1989.0,Lower Lee Group,66,Friday
1989-09-17,Sep,1989.0,Lower Lee Group,66,Saturday
1989-09-18,Sep,1989.0,Lower Lee Group,66,Sunday
1989-09-19,Sep,1989.0,Lower Lee Group,66,Monday
1989-09-20,Sep,1989.0,Lower Lee Group,66,Tuesday
1989-09-21,Sep,1989.0,Lower Lee Group,66,Wednesday
1989-09-22,Sep,1989.0,Lower Lee Group,66,Thursday
1989-09-23,Sep,1989.0,Lower Lee Group,65,Friday
1989-09-24,Sep,1989.0,Lower Lee Group,66,Saturday
1989-09-25,Sep,1989.0,Lower Lee Group,66,Sunday
1989-09-26,Sep,1989.0,Lower Lee Group,66,Monday
1989-09-27,Sep,1989.0,Lower Lee Group,66,Tuesday
1989-09-28,Sep,1989.0,Lower Lee Group,66,Wednesday
1989-09-29,Sep,1989.0,Lower Lee Group,66,Thursday
1989-09-30,Sep,1989.0,Lower Lee Group,65,Friday
1989-10-01,Oct,1989.0,Lower Lee Group,65,Saturday
1989-10-02,Oct,1989.0,Lower Lee Group,65,Sunday
1989-10-03,Oct,1989.0,Lower Lee Group,65,Monday
1989-10-04,Oct,1989.0,Lower Lee Group,65,Tuesday
1989-10-05,Oct,1989.0,Lower Lee Group,65,Wednesday
1989-10-06,Oct,1989.0,Lower Lee Group,65,Thursday
1989-10-07,Oct,1989.0,Lower Lee Group,65,Friday
1989-10-08,Oct,1989.0,Lower Lee Group,65,Saturday
1989-10-09,Oct,1989.0,Lower Lee Group,66,Sunday
1989-10-10,Oct,1989.0,Lower Lee Group,66,Monday
1989-10-11,Oct,1989.0,Lower Lee Group,66,Tuesday
1989-10-12,Oct,1989.0,Lower Lee Group,66,Wednesday
1989-10-13,Oct,1989.0,Lower Lee Group,66,Thursday
1989-10-14,Oct,1989.0,Lower Lee Group,66,Friday
1989-10-15,Oct,1989.0,Lower Lee Group,66,Saturday
1989-10-16,Oct,1989.0,Lower Lee Group,66,Sunday
1989-10-17,Oct,1989.0,Lower Lee Group,66,Monday
1989-10-18,Oct,1989.0,Lower Lee Group,66,Tuesday
1989-10-19,Oct,1989.0,Lower Lee Group,67,Wednesday
1989-10-20,Oct,1989.0,Lower Lee Group,66,Thursday
1989-10-21,Oct,1989.0,Lower Lee Group,67,Friday
1989-10-22,Oct,1989.0,Lower Lee Group,67,Saturday
1989-10-23,Oct,1989.0,Lower Lee Group,67,Sunday
1989-10-24,Oct,1989.0,Lower Lee Group,67,Monday
1989-10-25,Oct,1989.0,Lower Lee Group,67,Tuesday
1989-10-26,Oct,1989.0,Lower Lee Group,67,Wednesday
1989-10-27,Oct,1989.0,Lower Lee Group,67,Thursday
1989-10-28,Oct,1989.0,Lower Lee Group,68,Friday
1989-10-29,Oct,1989.0,Lower Lee Group,68,Saturday
1989-10-30,Oct,1989.0,Lower Lee Group,68,Sunday
1989-10-31,Oct,1989.0,Lower Lee Group,68,Monday
1989-11-01,Nov,1989.0,Lower Lee Group,68,Tuesday
1989-11-02,Nov,1989.0,Lower Lee Group,68,Wednesday
1989-11-03,Nov,1989.0,Lower Lee Group,68,Thursday
1989-11-04,Nov,1989.0,Lower Lee Group,67,Friday
1989-11-05,Nov,1989.0,Lower Lee Group,68,Saturday
1989-11-06,Nov,1989.0,Lower Lee Group,68,Sunday
1989-11-07,Nov,1989.0,Lower Lee Group,67,Monday
1989-11-08,Nov,1989.0,Lower Lee Group,67,Tuesday
1989-11-09,Nov,1989.0,Lower Lee Group,67,Wednesday
1989-11-10,Nov,1989.0,Lower Lee Group,67,Thursday
1989-11-11,Nov,1989.0,Lower Lee Group,68,Friday
1989-11-12,Nov,1989.0,Lower Lee Group,68,Saturday
1989-11-13,Nov,1989.0,Lower Lee Group,68,Sunday
1989-11-14,Nov,1989.0,Lower Lee Group,68,Monday
1989-11-15,Nov,1989.0,Lower Lee Group,68,Tuesday
1989-11-16,Nov,1989.0,Lower Lee Group,68,Wednesday
1989-11-17,Nov,1989.0,Lower Lee Group,68,Thursday
1989-11-18,Nov,1989.0,Lower Lee Group,68,Friday
1989-11-19,Nov,1989.0,Lower Lee Group,68,Saturday
1989-11-20,Nov,1989.0,Lower Lee Group,68,Sunday
1989-11-21,Nov,1989.0,Lower Lee Group,68,Monday
1989-11-22,Nov,1989.0,Lower Lee Group,68,Tuesday
1989-11-23,Nov,1989.0,Lower Lee Group,68,Wednesday
1989-11-24,Nov,1989.0,Lower Lee Group,68,Thursday
1989-11-25,Nov,1989.0,Lower Lee Group,68,Friday
1989-11-26,Nov,1989.0,Lower Lee Group,68,Saturday
1989-11-27,Nov,1989.0,Lower Lee Group,68,Sunday
1989-11-28,Nov,1989.0,Lower Lee Group,67,Monday
1989-11-29,Nov,1989.0,Lower Lee Group,67,Tuesday
1989-11-30,Nov,1989.0,Lower Lee Group,67,Wednesday
1989-12-01,Dec,1989.0,Lower Lee Group,67,Thursday
1989-12-02,Dec,1989.0,Lower Lee Group,67,Friday
1989-12-03,Dec,1989.0,Lower Lee Group,66,Saturday
1989-12-04,Dec,1989.0,Lower Lee Group,66,Sunday
1989-12-05,Dec,1989.0,Lower Lee Group,66,Monday
1989-12-06,Dec,1989.0,Lower Lee Group,66,Tuesday
1989-12-07,Dec,1989.0,Lower Lee Group,66,Wednesday
1989-12-08,Dec,1989.0,Lower Lee Group,66,Thursday
1989-12-09,Dec,1989.0,Lower Lee Group,66,Friday
1989-12-10,Dec,1989.0,Lower Lee Group,66,Saturday
1989-12-11,Dec,1989.0,Lower Lee Group,66,Sunday
1989-12-12,Dec,1989.0,Lower Lee Group,67,Monday
1989-12-13,Dec,1989.0,Lower Lee Group,67,Tuesday
1989-12-14,Dec,1989.0,Lower Lee Group,68,Wednesday
1989-12-15,Dec,1989.0,Lower Lee Group,69,Thursday
1989-12-16,Dec,1989.0,Lower Lee Group,71,Friday
1989-12-17,Dec,1989.0,Lower Lee Group,71,Saturday
1989-12-18,Dec,1989.0,Lower Lee Group,73,Sunday
1989-12-19,Dec,1989.0,Lower Lee Group,75,Monday
1989-12-20,Dec,1989.0,Lower Lee Group,76,Tuesday
1989-12-21,Dec,1989.0,Lower Lee Group,77,Wednesday
1989-12-22,Dec,1989.0,Lower Lee Group,79,Thursday
1989-12-23,Dec,1989.0,Lower Lee Group,80,Friday
1989-12-24,Dec,1989.0,Lower Lee Group,82,Saturday
1989-12-25,Dec,1989.0,Lower Lee Group,83,Sunday
1989-12-26,Dec,1989.0,Lower Lee Group,83,Monday
1989-12-27,Dec,1989.0,Lower Lee Group,84,Tuesday
1989-12-28,Dec,1989.0,Lower Lee Group,85,Wednesday
1989-12-29,Dec,1989.0,Lower Lee Group,85,Thursday
1989-12-30,Dec,1989.0,Lower Lee Group,85,Friday
1989-12-31,Dec,1989.0,Lower Lee Group,85,Saturday
1990-01-01,Jan,1990.0,Lower Lee Group,85,Sunday
1990-01-02,Jan,1990.0,Lower Lee Group,85,Monday
1990-01-03,Jan,1990.0,Lower Lee Group,84,Tuesday
1990-01-04,Jan,1990.0,Lower Lee Group,84,Wednesday
1990-01-05,Jan,1990.0,Lower Lee Group,84,Thursday
1990-01-06,Jan,1990.0,Lower Lee Group,84,Friday
1990-01-07,Jan,1990.0,Lower Lee Group,84,Saturday
1990-01-08,Jan,1990.0,Lower Lee Group,85,Sunday
1990-01-09,Jan,1990.0,Lower Lee Group,85,Monday
1990-01-10,Jan,1990.0,Lower Lee Group,86,Tuesday
1990-01-11,Jan,1990.0,Lower Lee Group,85,Wednesday
1990-01-12,Jan,1990.0,Lower Lee Group,85,Thursday
1990-01-13,Jan,1990.0,Lower Lee Group,85,Friday
1990-01-14,Jan,1990.0,Lower Lee Group,85,Saturday
1990-01-15,Jan,1990.0,Lower Lee Group,85,Sunday
1990-01-16,Jan,1990.0,Lower Lee Group,84,Monday
1990-01-17,Jan,1990.0,Lower Lee Group,85,Tuesday
1990-01-18,Jan,1990.0,Lower Lee Group,84,Wednesday
1990-01-19,Jan,1990.0,Lower Lee Group,85,Thursday
1990-01-20,Jan,1990.0,Lower Lee Group,84,Friday
1990-01-21,Jan,1990.0,Lower Lee Group,84,Saturday
1990-01-22,Jan,1990.0,Lower Lee Group,83,Sunday
1990-01-23,Jan,1990.0,Lower Lee Group,83,Monday
1990-01-24,Jan,1990.0,Lower Lee Group,84,Tuesday
1990-01-25,Jan,1990.0,Lower Lee Group,85,Wednesday
1990-01-26,Jan,1990.0,Lower Lee Group,86,Thursday
1990-01-27,Jan,1990.0,Lower Lee Group,86,Friday
1990-01-28,Jan,1990.0,Lower Lee Group,85,Saturday
1990-01-29,Jan,1990.0,Lower Lee Group,84,Sunday
1990-01-30,Jan,1990.0,Lower Lee Group,83,Monday
1990-01-31,Jan,1990.0,Lower Lee Group,84,Tuesday
1990-02-01,Feb,1990.0,Lower Lee Group,84,Wednesday
1990-02-02,Feb,1990.0,Lower Lee Group,85,Thursday
1990-02-03,Feb,1990.0,Lower Lee Group,86,Friday
1990-02-04,Feb,1990.0,Lower Lee Group,86,Saturday
1990-02-05,Feb,1990.0,Lower Lee Group,86,Sunday
1990-02-06,Feb,1990.0,Lower Lee Group,85,Monday
1990-02-07,Feb,1990.0,Lower Lee Group,85,Tuesday
1990-02-08,Feb,1990.0,Lower Lee Group,85,Wednesday
1990-02-09,Feb,1990.0,Lower Lee Group,85,Thursday
1990-02-10,Feb,1990.0,Lower Lee Group,85,Friday
1990-02-11,Feb,1990.0,Lower Lee Group,85,Saturday
1990-02-12,Feb,1990.0,Lower Lee Group,85,Sunday
1990-02-13,Feb,1990.0,Lower Lee Group,85,Monday
1990-02-14,Feb,1990.0,Lower Lee Group,85,Tuesday
1990-02-15,Feb,1990.0,Lower Lee Group,85,Wednesday
1990-02-16,Feb,1990.0,Lower Lee Group,85,Thursday
1990-02-17,Feb,1990.0,Lower Lee Group,84,Friday
1990-02-18,Feb,1990.0,Lower Lee Group,84,Saturday
1990-02-19,Feb,1990.0,Lower Lee Group,84,Sunday
1990-02-20,Feb,1990.0,Lower Lee Group,84,Monday
1990-02-21,Feb,1990.0,Lower Lee Group,84,Tuesday
1990-02-22,Feb,1990.0,Lower Lee Group,84,Wednesday
1990-02-23,Feb,1990.0,Lower Lee Group,84,Thursday
1990-02-24,Feb,1990.0,Lower Lee Group,84,Friday
1990-02-25,Feb,1990.0,Lower Lee Group,83,Saturday
1990-02-26,Feb,1990.0,Lower Lee Group,83,Sunday
1990-02-27,Feb,1990.0,Lower Lee Group,83,Monday
1990-02-28,Feb,1990.0,Lower Lee Group,84,Tuesday
1990-03-01,Mar,1990.0,Lower Lee Group,85,Wednesday
1990-03-02,Mar,1990.0,Lower Lee Group,85,Thursday
1990-03-03,Mar,1990.0,Lower Lee Group,85,Friday
1990-03-04,Mar,1990.0,Lower Lee Group,85,Saturday
1990-03-05,Mar,1990.0,Lower Lee Group,85,Sunday
1990-03-06,Mar,1990.0,Lower Lee Group,84,Monday
1990-03-07,Mar,1990.0,Lower Lee Group,84,Tuesday
1990-03-08,Mar,1990.0,Lower Lee Group,83,Wednesday
1990-03-09,Mar,1990.0,Lower Lee Group,85,Thursday
1990-03-10,Mar,1990.0,Lower Lee Group,82,Friday
1990-03-11,Mar,1990.0,Lower Lee Group,81,Saturday
1990-03-12,Mar,1990.0,Lower Lee Group,81,Sunday
1990-03-13,Mar,1990.0,Lower Lee Group,81,Monday
1990-03-14,Mar,1990.0,Lower Lee Group,80,Tuesday
